WPID,bssid,frequency,level,Latittude,Longitude
1,28:80:a2:02:d5:e9,2437,-51,34.097591,-118.290459
9,70:7d:b9:d1:b5:0e,5320,-93,34.097411,-118.290887
1,0e:e0:5a:51:bb:c6,5745,-18,34.097581,-118.290467
1,0c:7c:28:9c:08:ac,2452,-56,34.097581,-118.290467
1,38:0e:4d:27:17:cf,5580,-61,34.097581,-118.290467
1,38:0e:4d:27:17:ce,5580,-61,34.097581,-118.290467
1,38:0e:4d:27:17:cd,5580,-60,34.097581,-118.290467
1,38:0e:4d:27:17:cc,5580,-60,34.097581,-118.290467
1,9e:2b:77:8e:45:c7,2462,-61,34.097581,-118.290467
1,0c:7c:28:9c:08:b0,5240,-66,34.097581,-118.290467
1,70:7d:b9:ec:fa:4f,5180,-68,34.097581,-118.290467
9,70:7d:b9:d1:b5:0c,5320,-91,34.097411,-118.290887
1,70:7d:b9:ec:fa:4e,5180,-69,34.097581,-118.290467
1,70:7d:b9:ec:fa:4d,5180,-69,34.097581,-118.290467
1,70:7d:b9:f9:58:4f,5720,-73,34.097581,-118.290467
1,70:7d:b9:f9:58:4e,5720,-73,34.097581,-118.290467
1,70:7d:b9:f9:58:4d,5720,-75,34.097581,-118.290467
1,70:7d:b9:f9:58:4c,5720,-75,34.097581,-118.290467
1,38:0e:4d:27:18:2e,5320,-77,34.097581,-118.290467
1,38:0e:4d:27:18:2f,5320,-78,34.097581,-118.290467
1,70:7d:b9:ec:fa:40,5640,-79,34.097581,-118.290467
1,70:7d:b9:ec:fa:41,5640,-79,34.097581,-118.290467
1,00:a7:42:a3:41:4f,5805,-80,34.097581,-118.290467
1,0c:7c:28:9c:08:b4,5805,-68,34.097581,-118.290467
1,00:a7:42:a3:41:4e,5805,-79,34.097581,-118.290467
9,70:7d:b9:d1:b5:0d,5320,-91,34.097411,-118.290887
9,38:0e:4d:26:cc:6c,5620,-90,34.097411,-118.290887
9,38:0e:4d:10:e7:cf,5745,-85,34.097411,-118.290887
9,9e:2b:77:8e:45:c7,2462,-86,34.097411,-118.290887
9,38:0e:4d:2b:54:ec,5660,-84,34.097411,-118.290887
9,38:0e:4d:10:e7:cd,5745,-85,34.097411,-118.290887
9,38:0e:4d:10:e7:cc,5745,-86,34.097411,-118.290887
9,70:7d:b9:f9:51:0e,5640,-88,34.097411,-118.290887
9,70:7d:b9:f9:51:0d,5640,-88,34.097411,-118.290887
9,70:7d:b9:f9:51:0c,5640,-88,34.097411,-118.290887
9,70:7d:b9:d8:2e:ee,5640,-89,34.097411,-118.290887
9,70:7d:b9:d8:2e:ec,5640,-89,34.097411,-118.290887
9,70:7d:b9:d1:b5:0f,5320,-91,34.097411,-118.290887
9,70:7d:b9:d7:aa:81,5180,-87,34.097411,-118.290887
9,70:7d:b9:d8:2e:ed,5640,-90,34.097411,-118.290887
9,70:7d:b9:b2:5c:82,2437,-67,34.097411,-118.290887
9,38:0e:4d:10:e7:c2,2412,-79,34.097411,-118.290887
9,38:0e:4d:10:e7:c3,2412,-79,34.097411,-118.290887
9,a6:97:b1:76:2d:da,2437,-82,34.097411,-118.290887
9,70:7d:b9:d7:aa:80,5180,-85,34.097411,-118.290887
9,70:7d:b9:f9:51:0f,5640,-88,34.097411,-118.290887
9,38:0e:4d:26:cc:6f,5620,-90,34.097411,-118.290887
9,38:0e:4d:26:cc:6e,5620,-90,34.097411,-118.290887
9,38:0e:4d:26:cc:6d,5620,-90,34.097411,-118.290887
9,70:7d:b9:d8:2e:ef,5640,-90,34.097411,-118.290887
9,38:0e:4d:10:e7:ce,5745,-86,34.097411,-118.290887
1,70:7d:b9:ec:fa:42,5640,-80,34.097581,-118.290467
1,38:0e:4d:27:18:2d,5320,-81,34.097581,-118.290467
1,70:7d:b9:f2:a9:c3,5240,-86,34.097581,-118.290467
1,00:a7:42:a3:41:43,5240,-89,34.097581,-118.290467
1,76:af:5e:ab:73:20,2437,-90,34.097581,-118.290467
1,28:80:a2:02:d5:e9,2462,-41,34.097584,-118.29033
1,28:80:a2:02:d5:e8,5745,-61,34.097584,-118.29033
1,12:13:31:c1:c7:11,5765,-62,34.097584,-118.29033
1,12:13:31:c1:c7:12,5765,-62,34.097584,-118.29033
1,10:13:31:c1:c7:09,2412,-63,34.097584,-118.29033
1,12:13:31:c1:c7:0a,2412,-62,34.097584,-118.29033
1,70:7d:b9:d1:a6:c3,2437,-65,34.097584,-118.29033
1,70:7d:b9:a3:20:6d,5640,-85,34.097581,-118.290467
1,70:7d:b9:d1:a6:c4,2437,-65,34.097584,-118.29033
1,70:7d:b9:d1:a6:cf,5320,-65,34.097584,-118.29033
1,70:7d:b9:d1:a6:ce,5320,-65,34.097584,-118.29033
1,70:7d:b9:d1:a6:cb,5320,-65,34.097584,-118.29033
1,70:7d:b9:d7:cf:4f,5180,-68,34.097584,-118.29033
1,70:7d:b9:d7:cf:4e,5180,-67,34.097584,-118.29033
1,70:7d:b9:d1:a6:cc,5320,-66,34.097584,-118.29033
1,00:a7:42:cb:2e:ae,5600,-68,34.097584,-118.29033
1,00:a7:42:cb:2e:af,5600,-69,34.097584,-118.29033
1,70:7d:b9:d1:83:24,2412,-72,34.097584,-118.29033
1,00:a7:42:cb:2e:ab,5600,-72,34.097584,-118.29033
1,70:7d:b9:d1:83:23,2412,-70,34.097584,-118.29033
1,70:7d:b9:ec:fa:43,5640,-79,34.097581,-118.290467
1,70:7d:b9:a3:20:6e,5640,-85,34.097581,-118.290467
1,70:7d:b9:a3:20:6f,5640,-84,34.097581,-118.290467
1,38:0e:4d:27:17:c1,5320,-81,34.097581,-118.290467
1,38:0e:4d:27:18:2c,5320,-80,34.097581,-118.290467
1,38:0e:4d:27:17:c2,5320,-82,34.097581,-118.290467
1,38:0e:4d:27:17:c0,5320,-82,34.097581,-118.290467
1,38:0e:4d:27:17:c3,5320,-82,34.097581,-118.290467
1,70:7d:b9:99:55:23,2462,-83,34.097581,-118.290467
1,70:7d:b9:f2:a9:c0,5240,-85,34.097581,-118.290467
1,70:7d:b9:f2:a9:cf,5500,-85,34.097581,-118.290467
1,70:7d:b9:f2:a9:cd,5500,-85,34.097581,-118.290467
1,70:7d:b9:f2:a9:cc,5500,-84,34.097581,-118.290467
1,70:7d:b9:f2:a9:c2,5240,-85,34.097581,-118.290467
1,00:a7:42:a3:41:40,5240,-86,34.097581,-118.290467
1,70:7d:b9:f2:a9:ce,5500,-86,34.097581,-118.290467
1,70:7d:b9:a3:20:6c,5640,-85,34.097581,-118.290467
1,70:7d:b9:f2:a9:c1,5240,-87,34.097581,-118.290467
1,00:a7:42:a3:41:42,5240,-87,34.097581,-118.290467
1,38:0e:4d:15:dd:8f,5660,-87,34.097581,-118.290467
1,38:0e:4d:15:dd:8e,5660,-87,34.097581,-118.290467
1,38:0e:4d:15:dd:8c,5660,-89,34.097581,-118.290467
1,9e:7b:ef:5a:a2:e1,2437,-78,34.097581,-118.290467
1,70:7d:b9:99:55:22,2462,-82,34.097581,-118.290467
1,12:5b:ad:83:5e:39,2437,-83,34.097581,-118.290467
1,00:a7:42:a3:41:41,5240,-87,34.097581,-118.290467
1,00:a7:42:cb:2e:a4,2412,-74,34.097584,-118.29033
9,38:0e:4d:2b:54:ed,5660,-84,34.097411,-118.290887
9,70:7d:b9:d7:8d:6c,5580,-79,34.097411,-118.290887
8,70:7d:b9:d7:aa:8c,5320,-70,34.097468,-118.290835
8,70:7d:b9:d7:aa:83,5180,-74,34.097468,-118.290835
8,a6:97:b1:76:2d:da,2437,-78,34.097468,-118.290835
8,38:0e:4d:10:e7:c3,2412,-78,34.097468,-118.290835
8,70:7d:b9:d7:aa:81,5180,-76,34.097468,-118.290835
8,70:7d:b9:d7:aa:80,5180,-75,34.097468,-118.290835
8,70:7d:b9:fc:4f:4f,5560,-78,34.097468,-118.290835
8,70:7d:b9:fc:4f:4d,5560,-77,34.097468,-118.290835
8,70:7d:b9:d7:8d:6f,5580,-82,34.097468,-118.290835
8,70:7d:b9:d7:8d:6e,5580,-82,34.097468,-118.290835
8,70:7d:b9:d7:aa:8d,5320,-70,34.097468,-118.290835
8,70:7d:b9:fc:4f:4e,5560,-78,34.097468,-118.290835
8,70:7d:b9:d7:8d:6c,5580,-84,34.097468,-118.290835
8,70:7d:b9:f9:51:0e,5640,-83,34.097468,-118.290835
8,ca:d3:ff:8a:70:ab,2437,-84,34.097468,-118.290835
8,70:7d:b9:f9:51:0d,5640,-84,34.097468,-118.290835
8,70:7d:b9:d8:2e:ef,5640,-84,34.097468,-118.290835
8,70:7d:b9:d8:2e:ee,5640,-85,34.097468,-118.290835
8,70:7d:b9:f9:51:0c,5640,-87,34.097468,-118.290835
8,70:7d:b9:f9:52:af,5700,-83,34.097468,-118.290835
8,70:7d:b9:f9:51:0f,5640,-85,34.097468,-118.290835
8,70:7d:b9:d8:2e:ed,5640,-86,34.097468,-118.290835
8,70:7d:b9:fc:4f:4c,5560,-78,34.097468,-118.290835
8,70:7d:b9:d8:2e:ec,5640,-86,34.097468,-118.290835
8,70:7d:b9:d7:aa:8e,5320,-68,34.097468,-118.290835
8,28:80:a2:02:d5:e8,5745,-55,34.097468,-118.290835
7,38:0e:4d:2b:3c:8d,5700,-88,34.097459,-118.290743
7,70:7d:b9:f9:52:ad,5700,-85,34.097459,-118.290743
7,38:0e:4d:2b:3c:8f,5700,-88,34.097459,-118.290743
7,38:0e:4d:2b:3c:8c,5700,-88,34.097459,-118.290743
7,9e:7b:ef:5a:a2:e1,2437,-88,34.097459,-118.290743
7,38:0e:4d:2b:3c:8e,5700,-89,34.097459,-118.290743
7,70:7d:b9:d7:aa:83,5180,-78,34.097459,-118.290743
7,70:7d:b9:6f:b4:4e,5640,-78,34.097459,-118.290743
7,70:7d:b9:6f:b4:4f,5640,-79,34.097459,-118.290743
7,70:7d:b9:6f:b4:4d,5640,-79,34.097459,-118.290743
8,70:7d:b9:d7:aa:8f,5320,-68,34.097468,-118.290835
7,70:7d:b9:6f:b4:4c,5640,-81,34.097459,-118.290743
7,70:7d:b9:ed:2a:23,2412,-87,34.097459,-118.290743
7,38:0e:4d:10:de:42,2462,-87,34.097459,-118.290743
7,70:7d:b9:b2:5c:82,2437,-88,34.097459,-118.290743
7,00:a7:42:cb:6c:8f,5280,-89,34.097459,-118.290743
7,70:7d:b9:f9:51:0e,5640,-89,34.097459,-118.290743
7,70:7d:b9:f9:51:0f,5640,-90,34.097459,-118.290743
7,70:7d:b9:f9:51:0d,5640,-90,34.097459,-118.290743
7,00:a7:42:cb:6c:8e,5280,-91,34.097459,-118.290743
7,38:0e:4d:2b:54:ee,5660,-91,34.097459,-118.290743
8,28:80:a2:02:d5:e9,2437,-59,34.097468,-118.290835
7,70:7d:b9:ed:2a:22,2412,-84,34.097459,-118.290743
9,ca:d3:ff:8a:70:ab,2437,-86,34.097411,-118.290887
8,70:7d:b9:f9:52:ae,5700,-84,34.097468,-118.290835
8,38:0e:4d:10:e7:cd,5745,-87,34.097468,-118.290835
9,70:7d:b9:fc:4f:4c,5560,-56,34.097411,-118.290887
9,70:7d:b9:fc:4f:41,5240,-67,34.097411,-118.290887
9,70:7d:b9:fc:4f:40,5240,-67,34.097411,-118.290887
9,70:7d:b9:f9:52:af,5700,-69,34.097411,-118.290887
9,70:7d:b9:f9:52:ae,5700,-68,34.097411,-118.290887
9,70:7d:b9:f9:52:ac,5700,-69,34.097411,-118.290887
9,70:7d:b9:f9:52:ad,5700,-70,34.097411,-118.290887
9,70:7d:b9:b2:5c:8f,5805,-81,34.097411,-118.290887
9,70:7d:b9:f9:52:a0,5180,-82,34.097411,-118.290887
9,70:7d:b9:f9:52:a1,5180,-82,34.097411,-118.290887
9,70:7d:b9:fc:4f:4d,5560,-56,34.097411,-118.290887
9,70:7d:b9:b2:5c:8e,5805,-82,34.097411,-118.290887
9,70:7d:b9:b2:5c:8c,5805,-81,34.097411,-118.290887
9,70:7d:b9:d7:aa:8f,5320,-82,34.097411,-118.290887
9,70:7d:b9:d7:aa:8e,5320,-82,34.097411,-118.290887
9,70:7d:b9:d7:aa:8d,5320,-82,34.097411,-118.290887
9,70:7d:b9:d7:8d:6f,5580,-77,34.097411,-118.290887
9,70:7d:b9:d7:8d:6e,5580,-77,34.097411,-118.290887
9,70:7d:b9:d7:aa:8c,5320,-82,34.097411,-118.290887
9,38:0e:4d:2b:54:ee,5660,-82,34.097411,-118.290887
9,38:0e:4d:2b:54:ef,5660,-82,34.097411,-118.290887
9,70:7d:b9:d7:8d:6d,5580,-79,34.097411,-118.290887
9,70:7d:b9:b2:5c:8d,5805,-82,34.097411,-118.290887
8,70:7d:b9:f9:52:ad,5700,-85,34.097468,-118.290835
9,70:7d:b9:fc:4f:4e,5560,-56,34.097411,-118.290887
9,28:80:a2:02:d5:e8,5745,-43,34.097411,-118.290887
8,70:7d:b9:f9:52:ac,5700,-85,34.097468,-118.290835
8,9e:2b:77:8e:45:c7,2462,-88,34.097468,-118.290835
8,38:0e:4d:10:e7:cf,5745,-90,34.097468,-118.290835
8,38:0e:4d:10:e7:ce,5745,-90,34.097468,-118.290835
8,9e:7b:ef:5a:a2:e1,2437,-90,34.097468,-118.290835
8,02:24:94:56:3f:4b,2457,-90,34.097468,-118.290835
8,70:7d:b9:fc:4f:41,5240,-90,34.097468,-118.290835
8,70:7d:b9:fc:4f:43,5240,-91,34.097468,-118.290835
8,70:7d:b9:d8:2e:e0,5785,-91,34.097468,-118.290835
8,70:7d:b9:d8:2e:e2,5785,-91,34.097468,-118.290835
9,70:7d:b9:fc:4f:4f,5560,-56,34.097411,-118.290887
8,70:7d:b9:d8:2e:e3,5785,-91,34.097468,-118.290835
8,70:7d:b9:d8:2e:e1,5785,-92,34.097468,-118.290835
8,00:a7:42:cb:25:8c,5720,-91,34.097468,-118.290835
8,70:7d:b9:b2:5c:82,2437,-84,34.097468,-118.290835
8,70:7d:b9:d7:8d:6d,5580,-85,34.097468,-118.290835
8,38:0e:4d:16:07:43,2437,-86,34.097468,-118.290835
8,70:7d:b9:fc:4f:40,5240,-88,34.097468,-118.290835
8,00:a7:42:cb:25:8d,5720,-89,34.097468,-118.290835
8,70:7d:b9:d7:8d:62,5180,-90,34.097468,-118.290835
8,38:0e:4d:10:e7:cc,5745,-91,34.097468,-118.290835
9,28:80:a2:02:d5:e9,2437,-31,34.097411,-118.290887
8,00:a7:42:cb:25:8e,5720,-91,34.097468,-118.290835
7,70:7d:b9:f9:52:af,5700,-85,34.097459,-118.290743
1,00:a7:42:cb:2c:af,5260,-73,34.097584,-118.29033
1,70:7d:b9:d1:84:03,2437,-75,34.097584,-118.29033
2,0c:7c:28:9c:08:b0,5240,-91,34.097588,-118.290236
3,28:80:a2:02:d5:e9,2462,-35,34.097586,-118.290149
3,12:13:31:c1:c7:12,5765,-63,34.097586,-118.290149
3,28:80:a2:02:d5:e8,5745,-57,34.097586,-118.290149
3,12:13:31:c1:c7:11,5765,-63,34.097586,-118.290149
3,10:13:31:c1:c7:09,2412,-64,34.097586,-118.290149
3,12:13:31:c1:c7:0a,2412,-65,34.097586,-118.290149
3,70:7d:b9:d1:a6:c3,2437,-64,34.097586,-118.290149
3,70:7d:b9:d1:a6:c4,2437,-63,34.097586,-118.290149
3,70:7d:b9:d1:a6:cf,5320,-66,34.097586,-118.290149
2,b0:b9:8a:1c:00:83,2412,-86,34.097588,-118.290236
3,70:7d:b9:d1:a6:ce,5320,-66,34.097586,-118.290149
3,70:7d:b9:d1:a6:cb,5320,-66,34.097586,-118.290149
3,70:7d:b9:d7:cf:4f,5180,-70,34.097586,-118.290149
3,70:7d:b9:d7:cf:4e,5180,-70,34.097586,-118.290149
3,38:0e:4d:2b:94:af,5560,-74,34.097586,-118.290149
3,00:a7:42:cb:2e:ab,5600,-73,34.097586,-118.290149
3,00:a7:42:cb:2e:af,5600,-72,34.097586,-118.290149
3,00:a7:42:cb:2e:ae,5600,-72,34.097586,-118.290149
3,38:0e:4d:2b:94:ae,5560,-74,34.097586,-118.290149
3,38:0e:4d:2b:94:ac,5560,-75,34.097586,-118.290149
3,38:0e:4d:2b:94:ab,5560,-75,34.097586,-118.290149
3,70:7d:b9:d1:a6:cc,5320,-66,34.097586,-118.290149
3,70:7d:b9:d1:83:24,2412,-77,34.097586,-118.290149
2,e8:eb:34:d5:99:0e,5660,-86,34.097588,-118.290236
2,00:a7:42:cb:2e:ac,5600,-75,34.097588,-118.290236
2,70:7d:b9:f2:2c:4e,5700,-87,34.097588,-118.290236
2,70:7d:b9:f2:2c:4c,5700,-87,34.097588,-118.290236
2,70:7d:b9:f2:27:cf,5560,-89,34.097588,-118.290236
2,70:7d:b9:f2:27:ce,5560,-88,34.097588,-118.290236
2,70:7d:b9:f2:2c:4f,5700,-88,34.097588,-118.290236
2,70:7d:b9:f2:2c:4b,5700,-88,34.097588,-118.290236
2,38:0e:4d:15:ff:0c,5320,-88,34.097588,-118.290236
2,70:7d:b9:f2:27:cc,5560,-88,34.097588,-118.290236
2,38:0e:4d:2b:94:a0,5765,-88,34.097588,-118.290236
2,e8:eb:34:d5:a1:4f,5580,-89,34.097588,-118.290236
2,e8:eb:34:d5:99:0c,5660,-85,34.097588,-118.290236
2,70:7d:b9:f2:27:cb,5560,-89,34.097588,-118.290236
2,38:0e:4d:2b:94:a4,5765,-89,34.097588,-118.290236
2,e8:eb:34:d5:a1:4c,5580,-90,34.097588,-118.290236
2,70:7d:b9:d1:99:4e,5660,-90,34.097588,-118.290236
2,38:0e:4d:2b:94:a1,5765,-89,34.097588,-118.290236
2,70:7d:b9:d1:99:4c,5660,-90,34.097588,-118.290236
2,70:7d:b9:d1:99:4b,5660,-91,34.097588,-118.290236
2,70:7d:b9:d1:99:4f,5660,-91,34.097588,-118.290236
2,e8:eb:34:d5:a1:4e,5580,-92,34.097588,-118.290236
2,0c:7c:28:9c:08:b4,5805,-93,34.097588,-118.290236
2,70:7d:b9:d1:83:24,2412,-74,34.097588,-118.290236
2,38:0e:4d:2b:94:a3,5765,-89,34.097588,-118.290236
2,38:0e:4d:15:ff:0f,5320,-88,34.097588,-118.290236
3,70:7d:b9:d1:83:23,2412,-77,34.097586,-118.290149
3,70:7d:b9:d1:84:03,2437,-78,34.097586,-118.290149
3,e8:eb:34:d5:a1:4e,5580,-87,34.097586,-118.290149
3,38:0e:4d:2b:94:a1,5765,-88,34.097586,-118.290149
3,70:7d:b9:f2:27:cf,5560,-88,34.097586,-118.290149
3,70:7d:b9:f2:2c:4f,5700,-88,34.097586,-118.290149
3,70:7d:b9:f2:2c:4c,5700,-88,34.097586,-118.290149
3,70:7d:b9:f2:2c:4b,5700,-89,34.097586,-118.290149
3,70:7d:b9:f2:27:cc,5560,-89,34.097586,-118.290149
3,70:7d:b9:f2:27:ce,5560,-88,34.097586,-118.290149
3,70:7d:b9:f2:2c:4e,5700,-88,34.097586,-118.290149
3,70:7d:b9:f2:27:cb,5560,-89,34.097586,-118.290149
3,38:0e:4d:2b:94:a0,5765,-87,34.097586,-118.290149
3,70:7d:b9:d1:99:4c,5660,-90,34.097586,-118.290149
3,00:a7:42:cb:17:2c,5720,-89,34.097586,-118.290149
3,00:a7:42:cb:17:2e,5720,-90,34.097586,-118.290149
3,0c:7c:28:9c:08:b0,5240,-92,34.097586,-118.290149
3,70:7d:b9:d1:99:4f,5660,-91,34.097586,-118.290149
3,70:7d:b9:d1:99:4e,5660,-91,34.097586,-118.290149
3,0c:7c:28:9c:08:b4,5805,-92,34.097586,-118.290149
3,00:a7:42:cb:2e:ac,5600,-74,34.097586,-118.290149
3,e8:eb:34:d5:a1:41,2412,-78,34.097586,-118.290149
3,38:0e:4d:33:5d:2c,5660,-85,34.097586,-118.290149
3,b0:b9:8a:1c:00:83,2412,-85,34.097586,-118.290149
3,00:a7:42:cb:17:2f,5720,-90,34.097586,-118.290149
3,00:a7:42:cb:2c:ae,5260,-76,34.097586,-118.290149
3,70:7d:b9:f2:2c:43,2462,-86,34.097586,-118.290149
3,70:7d:b9:d1:83:2c,5640,-87,34.097586,-118.290149
3,00:a7:42:cb:2c:af,5260,-77,34.097586,-118.290149
3,00:a7:42:cb:2c:ab,5260,-79,34.097586,-118.290149
3,70:7d:b9:d1:92:0f,5500,-79,34.097586,-118.290149
3,00:a7:42:cb:2c:ac,5260,-79,34.097586,-118.290149
3,70:7d:b9:d1:83:2f,5640,-83,34.097586,-118.290149
3,70:7d:b9:d1:92:0b,5500,-82,34.097586,-118.290149
3,e8:eb:34:d5:99:0e,5660,-82,34.097586,-118.290149
3,70:7d:b9:d1:92:0e,5500,-83,34.097586,-118.290149
3,70:7d:b9:d1:92:0c,5500,-82,34.097586,-118.290149
3,70:7d:b9:d1:83:2e,5640,-83,34.097586,-118.290149
3,38:0e:4d:15:ff:03,2437,-85,34.097586,-118.290149
3,e8:eb:34:d5:99:0c,5660,-83,34.097586,-118.290149
3,0c:7c:28:9c:08:ac,2452,-83,34.097586,-118.290149
3,70:7d:b9:d1:92:01,5240,-86,34.097586,-118.290149
3,e8:eb:34:d5:a1:4c,5580,-85,34.097586,-118.290149
3,70:7d:b9:d1:92:00,5240,-86,34.097586,-118.290149
3,38:0e:4d:15:ff:04,2437,-85,34.097586,-118.290149
3,38:0e:4d:33:5d:2f,5660,-85,34.097586,-118.290149
3,e8:eb:34:d5:a1:4f,5580,-86,34.097586,-118.290149
3,70:7d:b9:d1:83:2b,5640,-86,34.097586,-118.290149
3,38:0e:4d:33:5d:2b,5660,-85,34.097586,-118.290149
3,38:0e:4d:33:5d:2e,5660,-86,34.097586,-118.290149
3,70:7d:b9:d1:84:0b,5720,-83,34.097586,-118.290149
1,00:a7:42:cb:2c:ae,5260,-75,34.097584,-118.29033
2,70:7d:b9:f2:2c:44,2462,-87,34.097588,-118.290236
2,38:0e:4d:15:ff:0e,5320,-88,34.097588,-118.290236
1,38:0e:4d:33:5d:2f,5660,-84,34.097584,-118.29033
1,00:a7:42:cb:17:2e,5720,-86,34.097584,-118.29033
1,70:7d:b9:f2:2c:4e,5700,-87,34.097584,-118.29033
1,38:0e:4d:15:ff:0f,5320,-86,34.097584,-118.29033
1,38:0e:4d:15:ff:0e,5320,-87,34.097584,-118.29033
1,70:7d:b9:f2:2c:4f,5700,-88,34.097584,-118.29033
1,70:7d:b9:f2:2c:4b,5700,-88,34.097584,-118.29033
1,70:7d:b9:f2:27:cf,5560,-89,34.097584,-118.29033
1,70:7d:b9:f2:27:ce,5560,-88,34.097584,-118.29033
1,e8:eb:34:d5:a1:4f,5580,-88,34.097584,-118.29033
1,38:0e:4d:33:5d:24,2462,-86,34.097584,-118.29033
1,e8:eb:34:d5:a1:4c,5580,-89,34.097584,-118.29033
1,38:0e:4d:15:ff:0b,5320,-89,34.097584,-118.29033
1,e8:eb:34:d5:a1:4e,5580,-92,34.097584,-118.29033
1,70:7d:b9:d7:cf:4b,5180,-67,34.097584,-118.29033
1,70:7d:b9:d7:cf:4c,5180,-68,34.097584,-118.29033
1,00:a7:42:cb:2e:ac,5600,-72,34.097584,-118.29033
1,b0:b9:8a:1c:00:83,2412,-82,34.097584,-118.29033
1,38:0e:4d:33:5d:2e,5660,-85,34.097584,-118.29033
1,38:0e:4d:15:ff:03,2437,-87,34.097584,-118.29033
1,38:0e:4d:15:ff:0c,5320,-87,34.097584,-118.29033
1,38:0e:4d:2b:94:a0,5765,-89,34.097584,-118.29033
1,70:7d:b9:f2:2c:4c,5700,-88,34.097584,-118.29033
1,70:7d:b9:f2:27:cb,5560,-89,34.097584,-118.29033
1,38:0e:4d:15:ff:04,2437,-86,34.097584,-118.29033
1,70:7d:b9:d1:92:01,5240,-85,34.097584,-118.29033
1,38:0e:4d:2b:94:af,5560,-74,34.097584,-118.29033
1,00:a7:42:cb:2c:ab,5260,-75,34.097584,-118.29033
1,38:0e:4d:2b:94:ae,5560,-75,34.097584,-118.29033
1,38:0e:4d:2b:94:ac,5560,-75,34.097584,-118.29033
1,38:0e:4d:2b:94:ab,5560,-75,34.097584,-118.29033
1,00:a7:42:cb:2c:ac,5260,-76,34.097584,-118.29033
1,70:7d:b9:d1:92:0f,5500,-76,34.097584,-118.29033
1,70:7d:b9:d1:92:0e,5500,-79,34.097584,-118.29033
1,70:7d:b9:d1:92:0c,5500,-79,34.097584,-118.29033
1,70:7d:b9:d1:92:0b,5500,-79,34.097584,-118.29033
1,38:0e:4d:33:5d:2c,5660,-84,34.097584,-118.29033
1,70:7d:b9:d1:83:2e,5640,-80,34.097584,-118.29033
1,70:7d:b9:d1:84:0f,5720,-82,34.097584,-118.29033
1,70:7d:b9:d1:84:0e,5720,-82,34.097584,-118.29033
1,70:7d:b9:d1:83:2b,5640,-83,34.097584,-118.29033
1,e8:eb:34:d5:99:0f,5660,-85,34.097584,-118.29033
1,e8:eb:34:d5:99:0e,5660,-85,34.097584,-118.29033
1,e8:eb:34:d5:99:0c,5660,-85,34.097584,-118.29033
1,70:7d:b9:d1:84:0c,5720,-83,34.097584,-118.29033
1,70:7d:b9:d1:84:0b,5720,-83,34.097584,-118.29033
1,70:7d:b9:d1:92:00,5240,-84,34.097584,-118.29033
1,38:0e:4d:33:5d:2b,5660,-84,34.097584,-118.29033
1,70:7d:b9:d1:83:2f,5640,-81,34.097584,-118.29033
2,70:7d:b9:d1:92:00,5240,-88,34.097588,-118.290236
1,38:0e:4d:2b:94:a1,5765,-90,34.097584,-118.29033
1,70:7d:b9:d1:99:4b,5660,-91,34.097584,-118.29033
2,00:a7:42:cb:2e:af,5600,-71,34.097588,-118.290236
2,00:a7:42:cb:2e:ab,5600,-74,34.097588,-118.290236
2,00:a7:42:cb:2c:af,5260,-77,34.097588,-118.290236
2,00:a7:42:cb:2c:ae,5260,-78,34.097588,-118.290236
2,70:7d:b9:d1:84:03,2437,-78,34.097588,-118.290236
2,00:a7:42:cb:2c:ac,5260,-79,34.097588,-118.290236
2,00:a7:42:cb:2c:ab,5260,-80,34.097588,-118.290236
2,70:7d:b9:d1:92:0f,5500,-82,34.097588,-118.290236
2,70:7d:b9:d1:83:2f,5640,-80,34.097588,-118.290236
2,70:7d:b9:d1:83:2e,5640,-80,34.097588,-118.290236
2,38:0e:4d:2b:94:ab,5560,-73,34.097588,-118.290236
2,70:7d:b9:d1:84:0b,5720,-82,34.097588,-118.290236
2,70:7d:b9:d1:92:0e,5500,-83,34.097588,-118.290236
2,70:7d:b9:d1:92:0c,5500,-83,34.097588,-118.290236
2,38:0e:4d:33:5d:2c,5660,-83,34.097588,-118.290236
2,38:0e:4d:33:5d:2b,5660,-83,34.097588,-118.290236
2,70:7d:b9:d1:83:2c,5640,-84,34.097588,-118.290236
2,70:7d:b9:d1:92:01,5240,-86,34.097588,-118.290236
2,70:7d:b9:d1:83:2b,5640,-84,34.097588,-118.290236
2,38:0e:4d:33:5d:2f,5660,-84,34.097588,-118.290236
2,38:0e:4d:33:5d:2e,5660,-84,34.097588,-118.290236
2,38:0e:4d:15:ff:04,2437,-86,34.097588,-118.290236
2,70:7d:b9:d1:92:0b,5500,-82,34.097588,-118.290236
1,70:7d:b9:f2:27:cc,5560,-90,34.097584,-118.29033
2,38:0e:4d:2b:94:ac,5560,-73,34.097588,-118.290236
2,38:0e:4d:2b:94:ae,5560,-73,34.097588,-118.290236
1,00:a7:42:cb:17:2c,5720,-91,34.097584,-118.29033
1,70:7d:b9:d1:99:4c,5660,-92,34.097584,-118.29033
1,00:a7:42:cb:17:2f,5720,-93,34.097584,-118.29033
1,0c:7c:28:9c:08:b0,5240,-94,34.097584,-118.29033
2,28:80:a2:02:d5:e9,2462,-33,34.097588,-118.290236
2,28:80:a2:02:d5:e8,5745,-46,34.097588,-118.290236
2,12:13:31:c1:c7:11,5765,-58,34.097588,-118.290236
2,12:13:31:c1:c7:12,5765,-58,34.097588,-118.290236
